Business Name,Category,City,State/Province,Country,Phone,Contact Name,Notes
"""Kings Small Engine & Mower""",Lawn Mower Repair,Norman,Oklahoma,USA,(539) 430-2049,Floyd Pelletier,Facebook group only.
"""Eagle Ridge Wiring""",Electrician,Timmins,Ontario,Canada,(705) 260-4750,Dr. Jessica Johnson,Craigslist ads.
"""Bayview Lawn & Garden""",Landscaping,Providence,Rhode Island,USA,(401) 940-8744,Jin Sorensen,HomeStars profile only.
"""Lakeside Printing""",Printing Services,Nanaimo,British Columbia,Canada,(778) 633-7735,Ray Scott,Local newspaper ads only.
"""South Side Restoration Services""",Water Damage Restoration,Grand Junction,Colorado,USA,(720) 311-5073,Brad Martin,Nextdoor referrals only.
"""Main Street Towing""",Towing,Mississauga,Ontario,Canada,(647) 277-8260,Troy Cooper,The Knot listed but no own site.
"""Rocky Road Painting""",Painting,Greeley,Colorado,USA,(970) 692-4502,Pete Price,No social media. No web.
"""Homestead Pest Control""",Pest Control,Lewiston,Maine,USA,(207) 492-7930,Denis Jenkins,The Knot listed but no own site.
"""Community Music Lessons""",Music Lessons,Winnipeg,Manitoba,Canada,(204) 965-6138,Fang James,Yelp listing only.
"""Midlands Tree Care""",Tree Service,Prince Albert,Saskatchewan,Canada,(306) 270-2113,Brian Belanger,HomeStars profile only.
"""Olympic Boarding Kennel""",Boarding Kennel,Fort Wayne,Indiana,USA,(219) 629-9565,Dr. Misha Singh,Facebook check-ins.
"""Skyline Water Well Service""",Well Drilling,Duluth,Minnesota,USA,(763) 860-5915,Miguel Jenkins,Local newspaper ads only.
"""Ace Tile Installation""",Tile Installation,Hialeah,Florida,USA,(561) 718-5345,Dr. Dmitri Green,Phone book listing.
"""Elite General Contracting""",General Contracting,Orlando,Florida,USA,(786) 826-9666,Mei Cook,Facebook page only.
"""Gateway Family Daycare""",Daycare,Timmins,Ontario,Canada,(416) 960-3546,Tim Turner,Postcards and flyers.
"""Timberline Overhead Doors""",Garage Doors,Gulfport,Mississippi,USA,(662) 717-9004,Michelle Jensen,Angie's List profile.
"""Borderline HVAC Duct Service""",Duct Cleaning,Boulder,Colorado,USA,(720) 989-3143,Dr. Troy Long,Family-run shop. Facebook only.
"""United Water Well Service""",Well Drilling,Lake Charles,Louisiana,USA,(225) 314-2232,Olga Korhonen,Door-to-door flyers.
"""Hillside Baked Goods""",Bakery,Visalia,California,USA,(510) 240-6862,Dr. Earl Perez,Yard signs only.
"""Silver Creek Driving School""",Driving School,Concord,New Hampshire,USA,(603) 835-3532,Andre Nguyen,HomeStars profile only.
"""Country Flood Restoration""",Water Damage Restoration,Portland,Maine,USA,(207) 621-5065,Jim Rivera,Postcards and flyers.
"""Homestead Auto Repair""",Auto Repair,Rockford,Illinois,USA,(708) 558-6000,Tamara Watson,Lawn signs and referrals.
"""Sagebrush Muffler & Exhaust""",Muffler Shop,Conway,Arkansas,USA,(479) 991-5573,Dale Hayes,Farmers market vendor only.
"""Kings Event Video""",Videography,Dartmouth,Nova Scotia,Canada,(902) 467-3925,Malik Hayes,Yelp + Facebook. No website.
"""Capital City Water Well Service""",Well Drilling,Santa Rosa,California,USA,(559) 820-9379,Layla Nieminen,Kijiji ads only.
"""Crosstown Asphalt & Sealing""",Paving/Asphalt,Trois-Rivieres,Quebec,Canada,(819) 751-4228,Scott Makinen,Walk-in traffic only.
"""Silver Creek Pet Health""",Pet Clinic,Orlando,Florida,USA,(786) 719-6067,Raj Duncan,Chamber of Commerce directory only.
"""Lakeshore K9 Academy""",Dog Training,Reading,Pennsylvania,USA,(610) 880-7211,Fang Novak,Instagram only.
"""Gold Star Accounting Services""",Bookkeeping,Gatineau,Quebec,Canada,(438) 640-6279,Svetlana Smith,Local newspaper ads only.
"""South Side Aquarium Service""",Aquarium Service,Calgary,Alberta,Canada,(587) 373-2389,Jerome Gagnon,Old Yellow Pages ad.
"""Borderline Hair Salon""",Hair Salon,Columbia,South Carolina,USA,(843) 225-1757,Xiao Brooks,HomeStars profile only.
"""Maple Ridge Physical Therapy""",Physiotherapy,Hialeah,Florida,USA,(863) 706-7547,Yuri Howard,HomeStars profile only.
"""Valley Insulation""",Insulation,Tuscaloosa,Alabama,USA,(334) 251-5082,Troy Watson,Kijiji ads only.
"""Meadowbrook Spine & Joint Care""",Chiropractic,Davenport,Iowa,USA,(641) 827-9270,Tyrone Nguyen,"Old Tripod site, not maintained."
"""Main Street Snow Removal""",Snow Removal,Sault Ste. Marie,Ontario,Canada,(647) 852-5543,Charlene Hicks,Listed on HomeAdvisor only.
"""Flagship Yoga & Wellness""",Yoga Studio,Henderson,Nevada,USA,(725) 543-6238,Larry Virtanen,Houzz profile. No own website.
"""Columbia Window Cleaning""",Window Cleaning,Wichita,Kansas,USA,(620) 265-7797,Rene Pedersen,Existing site broken since 2018.
"""Metro Appliance Service""",Appliance Repair,Oshawa,Ontario,Canada,(519) 988-1320,Kevin Peterson,Listed on Bark.com only.
"""AAA Stucco Finishing""",Stucco,Prince George,British Columbia,Canada,(778) 751-9947,Hong Harrison,Google Business profile only.
"""Dollar Exhaust & Brakes""",Muffler Shop,Winnipeg,Manitoba,Canada,(431) 884-7624,Dr. Roy Bouchard,Flyers and referrals.
"""Champion Lawn Aeration""",Power Raking,Coquitlam,British Columbia,Canada,(250) 777-1444,DeShawn Miller,No digital presence whatsoever.
"""Cliffside Video Productions""",Videography,Madison,Wisconsin,USA,(534) 416-8449,Diana Jackson,Facebook check-ins.
"""Foothills Home Repair""",Handyman,West Valley City,Utah,USA,(801) 752-1853,Jorge Hall,Farmers market vendor only.
"""Willowbrook Muffler Shop""",Muffler Shop,Orlando,Florida,USA,(561) 220-3496,Bill Davis,HomeStars profile only.
"""Skyline Decks & Patios""",Deck Building,Nanaimo,British Columbia,Canada,(778) 985-7043,Dmitri James,Flyers and referrals.
"""Willowbrook Shoe Repair""",Shoe Repair,Springfield,Illinois,USA,(331) 789-7149,Xiao Nelson,No social media. No web.
"""Big Sky Mower Repair""",Lawn Mower Repair,Minneapolis,Minnesota,USA,(952) 900-2983,Tim Olsen,Listed on Bark.com only.
"""Heritage Copy & Print""",Printing Services,Chico,California,USA,(619) 863-6590,Dwayne Duncan,Facebook page only.
"""Miramar Duct Cleaning""",Duct Cleaning,Yakima,Washington,USA,(425) 924-3506,Earl Cole,"Old Tripod site, not maintained."
"""Rocky Road Car Wash & Detail""",Auto Detailing,Cambridge,Ontario,Canada,(807) 948-5397,Malik Cote,Facebook check-ins.
"""Bluewater Mold & Moisture Control""",Mold Remediation,Manchester,New Hampshire,USA,(603) 544-1470,Dwight Wood,"Lettered truck, no site."
"""Countryside Air Duct Cleaning""",Duct Cleaning,Erie,Pennsylvania,USA,(570) 486-5526,Jennifer Wallace,The Knot listed but no own site.
"""Crosstown HVAC""",HVAC,Brampton,Ontario,Canada,(613) 976-4937,Miguel Hamalainen,"Radio ads, no web."
"""Main Street Videography""",Videography,Steinbach,Manitoba,Canada,(204) 513-7046,Pete Butler,"Radio ads, no web."
"""Heritage Food & Catering""",Catering,Kitchener,Ontario,Canada,(519) 477-6023,Svetlana Hayes,Angie's List profile.
"""Tidewater Locksmith""",Locksmith,Fort Wayne,Indiana,USA,(812) 906-4033,Raj Robinson,Nextdoor referrals only.
"""Flagship Trans Repair""",Transmission Repair,Vernon,British Columbia,Canada,(604) 398-5853,Jamal Singh,Lawn signs and referrals.
"""Gold Star Windows & Doors""",Window Installation,Lowell,Massachusetts,USA,(339) 766-5786,DeShawn Perez,Phone book listing.
"""Budget Photography""",Photography,Steinbach,Manitoba,Canada,(431) 548-4020,Alexei Hughes,Yelp listing only.
"""Cedar Septic""",Septic Services,Prince George,British Columbia,Canada,(250) 902-1878,Dr. Dale Gauthier,Door-to-door flyers.
"""Gold Star Gutters""",Gutter Cleaning,Montreal,Quebec,Canada,(418) 820-4697,Luis Robinson,Listed on HomeAdvisor only.
"""Magnolia Stucco Finishing""",Stucco,Medicine Hat,Alberta,Canada,(403) 824-2625,Dwayne Gonzales,Yard signs only.
"""Family Notary Services""",Notary,Biloxi,Mississippi,USA,(228) 360-1043,Maria Bennett,Existing site broken since 2018.
"""Frontier Massage Therapy""",Massage Therapy,Langley,British Columbia,Canada,(250) 664-2166,Amber Flores,Lawn signs and referrals.
"""Liberty Well Drilling""",Well Drilling,Minneapolis,Minnesota,USA,(507) 345-2169,Kendall Brooks,Yelp listing only.
"""Pioneer Collision Repair""",Auto Body,Oklahoma City,Oklahoma,USA,(580) 916-7594,Floyd Campbell,Postcards and flyers.
"""Mission Nails & Spa""",Nail Salon,Oakville,Ontario,Canada,(519) 952-6280,Dr. Joe Sharma,Google Business profile only.
"""Borderline Septic""",Septic Services,Bakersfield,California,USA,(805) 888-5415,Yuri Patel,Listed on Bark.com only.
"""Mid-Town Mowing""",Lawn Care,Worcester,Massachusetts,USA,(781) 850-9056,Jin Cooper,No digital presence whatsoever.
"""Lakeside Physical Therapy""",Physiotherapy,Knoxville,Tennessee,USA,(615) 537-7744,Amir Sorensen,"Lettered truck, no site."
"""Village Garage Door Service""",Garage Doors,Roanoke,Virginia,USA,(540) 531-2899,Rick Crawford,No social media. No web.
"""A-1 Restoration Services""",Water Damage Restoration,Barrie,Ontario,Canada,(647) 730-6927,Terrell Boyd,In business 20+ years. No web presence.
"""Quality Timepiece Repair""",Watch Repair,Bathurst,New Brunswick,Canada,(506) 494-8178,Jeff Peterson,"Lettered truck, no site."
"""Quick Fence Co.""",Fencing,Fresno,California,USA,(619) 214-7684,Miguel Makinen,No digital presence whatsoever.
"""Meadowbrook Muffler & Exhaust""",Muffler Shop,Springfield,Illinois,USA,(331) 721-5479,Cindy Lavoie,Existing site broken since 2018.
"""Mid-Town Snow Removal""",Snow Removal,Vernon,British Columbia,Canada,(604) 813-9327,Dale Novak,Phone book listing.
"""Flagship Flood Restoration""",Water Damage Restoration,Orlando,Florida,USA,(239) 489-5891,Omar Girard,Yelp + Facebook. No website.
"""Columbia Sewing & Alterations""",Tailoring/Alterations,Brandon,Manitoba,Canada,(431) 666-6272,Malik Cote,Nextdoor referrals only.
"""Open Range Security Systems""",Security Systems,Henderson,Nevada,USA,(775) 684-7246,Dr. Amber Gomez,Phone orders only.
"""Mission Music Lessons""",Music Lessons,Bowling Green,Kentucky,USA,(502) 302-8213,Linda Fortin,Yellow Pages listing.
"""Action Bronze & Glow""",Tanning Salon,Airdrie,Alberta,Canada,(403) 276-8692,Sharon Ortiz,Angie's List profile.
"""Rocky Road Handyman""",Handyman,Richmond,Virginia,USA,(571) 524-8994,Hassan Larsen,Houzz profile. No own website.
"""Eastern Landscape Services""",Landscaping,Orlando,Florida,USA,(352) 978-2646,Crystal Wright,Business card and referrals only.
"""All Pro Auto Body""",Auto Body,Toledo,Ohio,USA,(419) 641-3385,Fatima Harris,HomeStars profile only.
"""Old Town Bronze & Glow""",Tanning Salon,Tacoma,Washington,USA,(509) 591-4945,Diana Murphy,"Lettered truck, no site."
"""East Side Sewing & Alterations""",Tailoring/Alterations,Topeka,Kansas,USA,(316) 676-5712,Pedro Henry,Houzz profile. No own website.
"""Magnolia Automotive""",Auto Repair,Hialeah,Florida,USA,(772) 667-5949,Hong Campbell,Nextdoor referrals only.
"""Capital City Paving""",Paving/Asphalt,Vernon,British Columbia,Canada,(778) 916-5837,Yves Kim,Google Maps listing only.
"""Flagship Snow Removal""",Snow Removal,Chesapeake,Virginia,USA,(276) 820-9138,Dmitri Jensen,Old Yellow Pages ad.
"""Prairie Music Equipment Repair""",Instrument Repair,Bozeman,Montana,USA,(406) 894-3240,Jessica MacKenzie,Family-run shop. Facebook only.
"""Golden Valley Painting Services""",Painting,Oxnard,California,USA,(310) 292-5835,Gary Lee,Facebook check-ins.
"""Cottage Country TV Repair""",TV Repair,Bellevue,Washington,USA,(360) 743-9221,Donna Arsenault,Postcards and flyers.
"""Excel Snow Plowing""",Snow Removal,Lewiston,Maine,USA,(207) 277-3306,Fang Ford,Lawn signs and referrals.
"""Oakridge Flood Restoration""",Water Damage Restoration,Richmond,Virginia,USA,(703) 326-8451,Dr. Pete McDonald,Walk-in traffic only.
"""Parkside Home Care""",Senior Home Care,Las Cruces,New Mexico,USA,(575) 225-6374,Alain Nelson,In business 20+ years. No web presence.
"""Ridgecrest Exhaust & Brakes""",Muffler Shop,Dover,Delaware,USA,(302) 246-1609,Liang Murray,Jane App only. No own website.
"""Broad Street Barbershop""",Barbershop,Peoria,Illinois,USA,(618) 886-9850,Malik Turner,Existing site broken since 2018.
"""Lakewood Cleaners & Tailoring""",Dry Cleaning,Shreveport,Louisiana,USA,(337) 233-7070,Brad Gauthier,Yard signs only.
"""Eastern Fish Tank Maintenance""",Aquarium Service,Edmonton,Alberta,Canada,(587) 567-1992,Brad Jensen,No social media. No web.
"""Central Chimney Sweep""",Chimney Sweep,Ann Arbor,Michigan,USA,(947) 811-1349,Pete Duncan,Yelp listing only.
"""Elite Printing""",Printing Services,Cranston,Rhode Island,USA,(401) 800-4538,Dr. Dmitri Peterson,Lawn signs and referrals.
"""Woodland Fix-It Appliances""",Appliance Repair,Lexington,Kentucky,USA,(364) 333-9850,Mike Long,Angie's List profile.
"""Cascade Embroidery & Monogram""",Embroidery,Worcester,Massachusetts,USA,(508) 802-6304,Donna Brown,Google Maps listing only.
"""Apex Auto Detailing""",Auto Detailing,Santa Fe,New Mexico,USA,(505) 687-8344,Craig Bergeron,Walk-in traffic only.
"""Maple Salon & Spa""",Hair Salon,Rockford,Illinois,USA,(847) 733-5941,Dr. Jessica Joshi,Local newspaper ads only.
"""Atlas Video Productions""",Videography,Stockton,California,USA,(562) 929-8267,Dale Webb,Craigslist ads.
"""Prairie Window Cleaning""",Window Cleaning,Pittsburgh,Pennsylvania,USA,(878) 799-9984,Dan Perez,Facebook check-ins.
"""Garden Stucco Finishing""",Stucco,Kitchener,Ontario,Canada,(807) 918-2874,Joyce Kapoor,Referrals and repeat customers only.
"""Tidewater Tutoring""",Tutoring,Thunder Bay,Ontario,Canada,(519) 547-8430,Earl Hicks,No social media. No web.
"""Grand Pet Care""",Pet Sitting,Athens,Georgia,USA,(470) 903-8770,Raj Halverson,Craigslist ads.
"""Borderline Power Wash""",Pressure Washing,Cape Coral,Florida,USA,(386) 769-1982,Ray Jarvinen,Yelp + Facebook. No website.
"""Green Valley Street Eats""",Food Truck,Summerside,Prince Edward Island,Canada,(902) 938-1842,Karen Gomez,Old Yellow Pages ad.
"""High Desert Laundromat""",Laundromat,Norman,Oklahoma,USA,(918) 429-2773,Yuri Girard,Farmers market vendor only.
"""Hillside Duct Cleaning""",Duct Cleaning,Vaughan,Ontario,Canada,(519) 774-1430,Jin Kim,Google Business profile only.
"""All Pro Music Lessons""",Music Lessons,Buffalo,New York,USA,(585) 559-1100,Roberto Hansen,Instagram only.
"""Old Town Mirror & Glass""",Glass & Mirror,Topeka,Kansas,USA,(316) 293-9691,Dale Young,Yard signs only.
"""Maple Ridge Stucco Finishing""",Stucco,Bellingham,Washington,USA,(360) 995-2391,Maria Jordan,Yelp listing only.
"""Valley View Eavestrough""",Gutter Cleaning,Metairie,Louisiana,USA,(504) 877-7947,Mark Larsen,"Lettered truck, no site."
"""Lakewood Cobbler""",Shoe Repair,Calgary,Alberta,Canada,(780) 313-5640,Amanda Ouellet,Yelp + Facebook. No website.
"""Silver Creek Yoga & Wellness""",Yoga Studio,Hamilton,Ontario,Canada,(613) 256-1125,Scott Watson,Yard signs only.
"""Westside Cabinetry""",Cabinet Making,Biloxi,Mississippi,USA,(228) 709-8055,Pedro Washington,Instagram only.
"""Northgate Deck Construction""",Deck Building,West Valley City,Utah,USA,(801) 562-2180,Crystal Fortin,No social media. No web.
"""Lone Star Water Damage""",Water Damage Restoration,Chico,California,USA,(661) 639-7626,Travis Walker,Family-run shop. Facebook only.
"""Cedar Pet Care""",Pet Sitting,Fargo,North Dakota,USA,(701) 906-6928,Chris Diaz,No digital presence whatsoever.
"""Elite Pet Health""",Pet Clinic,Idaho Falls,Idaho,USA,(208) 963-6562,Dr. Dale Bergeron,Lawn signs and referrals.
"""Big Sky Fix-It Appliances""",Appliance Repair,Baltimore,Maryland,USA,(410) 559-3419,Phil Lapointe,HomeStars profile only.
"""Excel Drywall""",Drywall,Olathe,Kansas,USA,(316) 381-9095,Carmen Kapoor,Local newspaper ads only.
"""Village Timepiece Repair""",Watch Repair,Montreal,Quebec,Canada,(819) 530-6179,Dmitri Fraser,Door-to-door flyers.
"""Mid-Town Fish Tank Maintenance""",Aquarium Service,Tampa,Florida,USA,(850) 719-2215,Liang Long,Jane App only. No own website.
"""Alpine Acupuncture""",Acupuncture,Grande Prairie,Alberta,Canada,(403) 829-9307,Dr. Luc Flores,Phone orders only.
"""Oak Grove Acupuncture & Wellness""",Acupuncture,Saskatoon,Saskatchewan,Canada,(306) 529-8792,Bill Hicks,Thumbtack profile only.
"""Maple Gutters""",Gutter Cleaning,Wilmington,Delaware,USA,(302) 240-5059,Omar Virtanen,Business card and referrals only.
"""North Aquarium Service""",Aquarium Service,Guelph,Ontario,Canada,(519) 618-6543,Claude Owens,Google Business profile only.
"""Bay Area Tree & Stump""",Tree Service,Columbia,South Carolina,USA,(854) 458-3463,Ray Petrov,Facebook group only.
"""Seaside Window Cleaning""",Window Cleaning,Moose Jaw,Saskatchewan,Canada,(639) 332-2388,Nadia Bryant,Jane App only. No own website.
"""Riverbend Mobile Kitchen""",Food Truck,Waco,Texas,USA,(940) 901-9624,Linda Sorensen,No digital presence whatsoever.
"""Mountain View Video Productions""",Videography,Charleston,West Virginia,USA,(304) 549-8967,Steve Cole,Nextdoor referrals only.
"""Community Muffler & Exhaust""",Muffler Shop,Wichita,Kansas,USA,(316) 877-6517,Fang Green,In business 20+ years. No web presence.
"""Community Decks & Patios""",Deck Building,Waco,Texas,USA,(972) 369-8170,Diana Pedersen,Word-of-mouth only.
"""Southern K9 Academy""",Dog Training,El Paso,Texas,USA,(956) 966-8355,Carlos Porter,Lawn signs and referrals.
"""Golden Valley Waxing & Threading""",Waxing Studio,Henderson,Nevada,USA,(775) 651-8564,Ana Jordan,Old Yellow Pages ad.
"""Mountain Music Equipment Repair""",Instrument Repair,Provo,Utah,USA,(385) 456-1854,Rosa Torres,Referrals and repeat customers only.
"""Oak Grove Personal Training""",Personal Training,Corpus Christi,Texas,USA,(956) 364-5469,Darnell Campbell,Business card and referrals only.
"""Lone Star Hair Salon""",Hair Salon,Lexington,Kentucky,USA,(270) 624-1872,Jessica Hicks,No social media. No web.
"""Eastern Nails & Spa""",Nail Salon,Abilene,Texas,USA,(469) 301-6493,Joe Owens,Door-to-door flyers.
"""Fort Stonework""",Masonry,Santa Rosa,California,USA,(661) 205-2298,Lisa Korhonen,Google Maps listing only.
"""Columbia Pumping & Septic""",Septic Services,Saint Louis,Missouri,USA,(573) 443-5934,Tyrone Wells,Kijiji ads only.
"""Lakefront Arborist""",Tree Service,Henderson,Nevada,USA,(725) 811-9782,Dan Carter,Google Maps listing only.
"""Pacific Notary Services""",Notary,Barrie,Ontario,Canada,(613) 561-4941,Sharon Washington,Listed on Bark.com only.
"""Silver Creek In-Home Pet Care""",Pet Sitting,Sterling Heights,Michigan,USA,(248) 738-9914,Frank Bergeron,Thumbtack profile only.
"""Oak Grove Printing""",Printing Services,Halifax,Nova Scotia,Canada,(902) 582-5155,Dr. Denis Tremblay,Google Maps listing only.
"""Heritage Renovations""",Renovations,Tampa,Florida,USA,(813) 336-1726,Tim Lee,Farmers market vendor only.
"""Riverbend Baked Goods""",Bakery,North Charleston,South Carolina,USA,(843) 338-2033,Cody Olsen,Local newspaper ads only.
"""Cypress Landscaping""",Landscaping,Cleveland,Ohio,USA,(380) 727-7524,Nicole Anderson,Houzz profile. No own website.
"""Alpine Rehab & Physio""",Physiotherapy,Jersey City,New Jersey,USA,(201) 871-6438,Sofia Flores,Postcards and flyers.
"""Lone Star Fence & Gate""",Fencing,Amarillo,Texas,USA,(346) 708-9151,Floyd Ellis,Walk-in traffic only.
"""First Choice Embroidery & Monogram""",Embroidery,Bracebridge,Ontario,Canada,(807) 384-9937,Troy Hall,Old Yellow Pages ad.
"""Blue Ridge Auto & Furniture Upholstery""",Upholstery,Nampa,Idaho,USA,(208) 370-8272,Fang Gonzales,Farmers market vendor only.
"""Trail Massage & Wellness""",Massage Therapy,Chico,California,USA,(805) 258-2229,Roy Long,Chamber of Commerce directory only.
"""Hillcrest Portraits & Events""",Photography,Charlottesville,Virginia,USA,(703) 894-8179,Maria Davis,Word-of-mouth only.
"""Eastern Deck Construction""",Deck Building,Tampa,Florida,USA,(305) 819-3513,Claude Cole,Business card and referrals only.
"""Magnolia Siding & Trim""",Siding,Corpus Christi,Texas,USA,(682) 521-5566,Alexei Collins,HomeStars profile only.
